t,O,R,I,Cap,demand,Sigma,Sigma_symbolic,S,V,C,intervention,delta_C,threshold_value,threshold_hit,cap_scale_used,demand_to_cap_ratio,S_is_observed,step
135,0.01,0.01,0.01,0.0010000000000000002,0.5159559638662921,0.514955963866292,0.514955963866292,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,135
136,0.01,0.01,0.01,0.0010000000000000002,0.2766905825898352,0.2756905825898352,0.2756905825898352,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,136
137,0.01,0.01,0.01,0.0010000000000000002,0.4333548335130787,0.4323548335130787,0.4323548335130787,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,137
138,0.01,0.01,0.1058640937627717,0.01058640937627717,0.4598655860983838,0.4492791767221066,0.4492791767221066,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,138
139,0.01,0.01,0.7523571253660557,0.07523571253660558,0.7321611371960156,0.6569254246594101,0.6569254246594101,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,139
140,0.01,0.01,0.99,0.099,0.6544258166327014,0.5554258166327014,0.5554258166327014,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,140
141,0.01,0.01,0.8823564919243303,0.08823564919243303,0.6786434977141882,0.5904078485217552,0.5904078485217552,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,141
142,0.01,0.01,0.5565075017730753,0.055650750177307536,0.5974541935925689,0.5418034434152613,0.5418034434152613,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,142
143,0.01,0.01,0.01,0.0010000000000000002,0.6211898680191427,0.6201898680191427,0.6201898680191427,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,143
144,0.01,0.01,0.066854739760625,0.006685473976062501,0.6170802916898609,0.6103948177137984,0.6103948177137984,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,144
145,0.01,0.01,0.1841015693757759,0.01841015693757759,0.8540159871808923,0.8356058302433147,0.8356058302433147,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,145
146,0.01,0.01,0.01,0.0010000000000000002,0.8265861151005298,0.8255861151005298,0.8255861151005298,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,146
147,0.01,0.01,0.01,0.0010000000000000002,0.7323969951327943,0.7313969951327943,0.7313969951327943,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,147
148,0.01,0.01,0.01,0.0010000000000000002,0.6955366773305703,0.6945366773305703,0.6945366773305703,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,148
149,0.01,0.01,0.01,0.0010000000000000002,0.6849512755510364,0.6839512755510364,0.6839512755510364,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,149
150,0.01,0.01,0.2032788865192186,0.020327888651921863,0.4083458435827655,0.3880179549308436,0.3880179549308436,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,150
151,0.01,0.01,0.3426276385752161,0.03426276385752161,0.8320619614311018,0.7977991975735802,0.7977991975735802,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,151
152,0.01,0.01,0.6780410059948989,0.0678041005994899,0.9979787468129384,0.9301746462134485,0.9301746462134485,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,152
153,0.01,0.01,0.409091802206795,0.040909180220679506,1.0,0.9590908197793205,0.9590908197793205,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,153
154,0.01,0.01,0.5255164105557516,0.052551641055575166,0.964406787908438,0.9118551468528628,0.9118551468528628,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,154
155,0.01,0.01,0.6985334313559017,0.06985334313559019,1.0,0.9301466568644098,0.9301466568644098,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,155
156,0.01,0.01,0.8561605579926551,0.08561605579926553,0.8966621024477682,0.8110460466485027,0.8110460466485027,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,156
157,0.01,0.01,0.9509698421391124,0.09509698421391125,1.0,0.9049030157860888,0.9049030157860888,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,157
158,0.01,0.01,0.99,0.099,0.879085718409255,0.780085718409255,0.780085718409255,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,158
159,0.01,0.01,0.99,0.099,0.89452561557886,0.79552561557886,0.79552561557886,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,159
160,0.01,0.01,0.99,0.099,0.7420409517600767,0.6430409517600767,0.6430409517600767,0.0,0.0,1.560000000000001,real,0.0,0.05606593928830241,0,1000.0,0.9,True,160
