t,date,O,R,I,demand,S
57,2020-02-26,1.0,1.0,0.4450201440112705,0.0,1.6783298603893294e-06
58,2020-02-27,1.0,1.0,0.4450201440112705,0.0,1.6783298603893294e-06
59,2020-02-28,1.0,1.0,0.4450201440112705,0.0,1.6783298603893294e-06
60,2020-02-29,1.0,1.0,0.4450201440112705,0.0,1.6783298603893294e-06
61,2020-03-01,1.0,0.9988745779667376,0.4450201440112705,8.646529859350035e-05,3.836182538032753e-06
62,2020-03-02,1.0,1.0,0.4450201440112705,8.646529859350035e-05,5.994035215676176e-06
63,2020-03-03,1.0,0.9988120545204452,0.4450201440112705,0.00017773422488663593,1.0429621275276546e-05
64,2020-03-04,1.0,0.9978742028260598,0.4450201440112705,0.0003410575666743509,1.894115128153672e-05
65,2020-03-05,1.0,0.996686257346505,0.4450201440112705,0.0005956498347552065,3.380635861641363e-05
66,2020-03-06,1.0,0.9949356008503188,0.4450201440112705,0.0009847436784259454,5.838190300068596e-05
67,2020-03-07,1.0,0.9931224209078404,0.4450201440112705,0.0015131427253862128,9.614432485944588e-05
68,2020-03-08,1.0,0.9983118669501064,0.4450201440112705,0.0016428406732764609,0.0001371435257346
69,2020-03-09,1.0,0.995998499437289,0.4450201440112705,0.0019502728460533397,0.0001858150916859
70,2020-03-10,0.9997366341848828,0.9941227960485182,0.7733882826125508,0.0024018138498193824,0.0002457554438427
71,2020-03-11,0.9997366341848828,0.9938101788170564,0.8604962199281271,0.0028773729920836214,0.0003175639857265
72,2020-03-12,0.9989465367395312,0.9891209203451294,0.869591997624545,0.003713204211820768,0.0004102317701608
73,2020-03-13,0.998683170924414,0.9843066149806178,0.9250459257535432,0.004918914764430096,0.0005329896113779
74,2020-03-14,0.9978930734790624,0.9788670751531824,0.9554512287428012,0.006542540926908001,0.0006962671306529
75,2020-03-15,0.9965762444034764,0.98993372514693,0.9567083875031608,0.007315924986549844,0.0008788454433224
76,2020-03-16,0.9949960495127732,0.9866199824934352,0.956812508877642,0.00834390131427254,0.001087078226715
77,2020-03-17,0.9918356597313668,0.9769913717644116,0.9532565310344904,0.010111636307739605,0.0013394271092949
78,2020-03-18,0.9892020015801948,0.9757409028385644,0.9609804095279462,0.01197544385519945,0.0016382897051486
79,2020-03-19,0.9834079536476166,0.9698636988870828,0.9614841917223916,0.014290792406425334,0.0019949348004813
80,2020-03-20,0.974716881748749,0.9604851819432288,0.9616596653465964,0.017326685112597034,0.0024273445009402
81,2020-03-21,0.9654990782196472,0.9654870576466176,0.9644458037679048,0.019978287602797632,0.0029259283501801
82,2020-03-22,0.9549644456149592,0.972364636738777,0.9659609727407384,0.022101491046037966,0.0034774994707266
83,2020-03-23,0.9425862523044508,0.9736151056646244,0.9663034238357548,0.024128621935285526,0.0040796602484935
84,2020-03-24,0.9223070845404266,0.9228460672752282,0.9711642734350164,0.030056298516639768,0.0048297538153832
85,2020-03-25,0.9020279167764024,0.9314743028635738,0.9768521269078148,0.03532107447544385,0.0057112366342005
86,2020-03-26,0.8746378720042138,0.9359134675503312,0.979930450988126,0.040244792867573584,0.0067155971749392
87,2020-03-27,0.8480379246773768,0.930473927722896,0.9830692237017432,0.0455864268695719,0.0078532650588746
88,2020-03-28,0.8151171977877272,0.926097286482431,0.9853124911491528,0.05126431481054493,0.0091326319353085
89,2020-03-29,0.7792994469317882,0.9583593847692884,0.9851611409570188,0.05446353085850433,0.0104918393608152
90,2020-03-30,0.741638135370029,0.9705514567962986,0.9833932370796952,0.056726039505034194,0.0119075105980536
91,2020-03-31,0.7000263365815117,0.9154683006127298,0.983844628799436,0.06322054415494581,0.0134852605475239
92,2020-04-01,0.6478799051883066,0.9211579342253344,0.9843408837080608,0.0692779186841903,0.0152141800651335
93,2020-04-02,0.5923097181985778,0.9386019757409028,0.984234812884896,0.07399508108523556,0.0170608224343791
94,2020-04-03,0.543323676586779,0.9521070401400524,0.9841012808008888,0.07767465990315886,0.0189992934231287
95,2020-04-04,0.4903871477482222,0.9354758034262848,0.9844194362336344,0.08263200368918608,0.02106148129873
96,2020-04-05,0.4295496444561496,0.9716143553832688,0.9834769775128216,0.08481285066482207,0.0231780950140895
97,2020-04-06,0.37687648143271,0.9886832562210828,0.9817534238645712,0.08568230727845669,0.0253164071369298
98,2020-04-07,0.3297340005267316,0.9619232212079528,0.9808698668761678,0.08860771654753669,0.0275277266086971
99,2020-04-08,0.277060837503292,0.9799924971864448,0.979732219956962,0.0901448774114211,0.0297774079058447
100,2020-04-09,0.2204371872530945,0.9749906214830562,0.9784854499077222,0.0920663284912766,0.0320750414847177
101,2020-04-10,0.1756649986831708,0.9451669376016006,0.9785713650290724,0.09627910998385979,0.0344778104412736
102,2020-04-11,0.1298393468527785,0.9489808678254346,0.9793657468278748,0.10019887018676503,0.0369784020525494
103,2020-04-12,0.0921780352910192,0.9883081155433288,0.979866765580618,0.10109714856659749,0.0395014113555318
104,2020-04-13,0.0616276007374242,0.98993372514693,0.9797176131285884,0.10032376450695563,0.0420051198651198
105,2020-04-14,0.033447458519884,0.924909341002876,0.9773744605136362,0.09455460763968948,0.0443648516488272
106,2020-04-15,0.0194890703186726,0.9923721395523322,0.975349656418288,0.09396856506033356,0.0467099579866083
107,2020-04-16,0.0071108770081643,0.9927472802300864,0.9738626436144244,0.09452578587349166,0.0490689704860898
108,2020-04-17,0.0,0.9877454045266976,0.9729776755558588,0.09546729690262085,0.0514514796036168
109,2020-04-18,0.0081643402686331,0.9813054895585844,0.9720095286039724,0.09403101222042885,0.053798144390554
110,2020-04-19,0.0247563866210166,0.9874327872952358,0.971057789105962,0.09306548305280146,0.0561207131559242
111,2020-04-20,0.0397682380826969,0.9860572714768038,0.9700523889685336,0.091994274075782,0.0584165485242325
112,2020-04-21,0.0531998946536739,0.9587970488933352,0.9683876110037049,0.08882868342172007,0.0606333825083982
113,2020-04-22,0.0726889649723465,0.984681755658372,0.967271724088746,0.08765179463530859,0.0628208457200071
114,2020-04-23,0.1098235449038714,0.9486682505939728,0.9640061439354792,0.08370801629390515,0.0649098868733745
115,2020-04-24,0.1403739794574664,0.9209703638864576,0.9555338558296774,0.07763623088156175,0.0668473988164897
116,2020-04-25,0.1790887542796945,0.9046517444041516,0.937252710603368,0.07031069863961263,0.0686020926855267
117,2020-04-26,0.2164867000263366,0.9597349005877204,0.9102080012621228,0.06721716240104526,0.0702795833809859
118,2020-04-27,0.2457203055043455,0.9800550206327372,0.8762072388578966,0.0656848051648605,0.071918832131769
119,2020-04-28,0.2831182512509876,0.986432412154558,0.8412404260991999,0.06672719237568212,0.0735840949953881
120,2020-04-29,0.3228864893336844,0.9379767412779793,0.7999724278521035,0.061961993697640445,0.0751304362003283
121,2020-04-30,0.3684487753489597,0.9305364511691884,0.7710768982455796,0.05662516332334178,0.0765435899427761
122,2020-05-01,0.4103239399525942,0.9319119669876204,0.7698158337134722,0.05139401275843516,0.0778261935982265
123,2020-05-02,0.4398209112457203,0.9275978491934476,0.7935862956461595,0.045831411882253474,0.0789699753980818
124,2020-05-03,0.4748485646563076,0.9727397774165312,0.8341527932437863,0.04373703020521097,0.0800614892108565
125,2020-05-04,0.5001316829075586,0.9809928723271226,0.8807550569655066,0.04227672738452078,0.0811165592895198
126,2020-05-05,0.5293652883855675,0.9619857446542454,0.9188859055391722,0.03935612174314042,0.0820987418999605
127,2020-05-06,0.5614959178298657,0.954795548330624,0.9458946014951648,0.03588309891630158,0.0829942507611825
128,2020-05-07,0.5891493284171714,0.9858697011379268,0.9653247734409854,0.034797479056183224,0.0838626665832297
129,2020-05-08,0.6115354227021332,0.96661247967988,0.9775576701764714,0.032232341864576124,0.0846670661091734
130,2020-05-09,0.6328680537266262,0.979492309616106,0.9847619612161174,0.03065675197909461,0.0854321447641023
131,2020-05-10,0.6515670265999474,0.9907465299487308,0.990381489070096,0.029945815079548074,0.0861794810747928
132,2020-05-11,0.6731630234395576,0.9945604601725648,0.9948428744655204,0.029527899469679503,0.086916387764208
133,2020-05-12,0.6915986304977614,0.9825559584844316,0.9979629775143954,0.028187687341480284,0.0876198477371198
134,2020-05-13,0.7087174084803792,0.9891209203451294,0.99977262898894,0.027351856121743137,0.088302448467481
135,2020-05-14,0.7221490650513563,0.9874327872952358,0.9997350320210632,0.02638632695411575,0.0889609531762752
136,2020-05-15,0.7337371609165131,0.9824309115918468,0.9996060240294352,0.025036507570517258,0.0895857714071573
137,2020-05-16,0.7463787200421386,0.9931224209078404,0.9992237973579464,0.02556490661747752,0.0902237765155138
138,2020-05-17,0.7582301817224124,0.991309240965362,0.9988309628441188,0.02489720236722773,0.0908451182059708
139,2020-05-18,0.7748222280747958,0.9963111166687508,0.9982228399800278,0.024613788332949044,0.0914593869348733
140,2020-05-19,0.7900974453515934,0.9779292234587972,0.9978389011556352,0.02291810775497656,0.0920313377751532
141,2020-05-20,0.8027390044772189,0.9840565211954484,0.9976983710863636,0.021693182691568676,0.092572719035833
142,2020-05-21,0.81485383197261,0.989558584469176,0.9973409885135496,0.020890976865729,0.0930940802188925
143,2020-05-22,0.8245983671319463,0.9767412779792424,0.9974987177936429,0.019104027361463376,0.0935708457799474
144,2020-05-23,0.8332894390308138,0.9853069901212956,0.9980117468927072,0.017975174852048265,0.0940194393754886
145,2020-05-24,0.8454042665262049,0.992684756783794,0.9978840353440396,0.017413150411190532,0.0944540069286251
146,2020-05-25,0.8556755333157756,0.9973114918094286,0.997248945991118,0.017206594420106067,0.0948834196114762
147,2020-05-26,0.8659468001053463,0.9898712017006376,0.9965173363703058,0.016428406732764585,0.0952934116202284
148,2020-05-27,0.8714774822228075,0.9879329748655746,0.9957104147692452,0.015501306586734301,0.0956802666530482
149,2020-05-28,0.8799051883065578,0.991309240965362,0.9966301656816654,0.014833602336484515,0.0960504582679683
150,2020-05-29,0.8843824071635502,0.9916218581968238,0.997910604068147,0.01418991622473292,0.0964045858685105
151,2020-05-30,0.8920200158019489,0.9886207327747906,0.9991705287623378,0.013315655983398662,0.0967368951808676
152,2020-05-31,0.8938635765077693,0.994622983618857,0.9997170084160356,0.012902544001229732,0.0970588947526537
153,2020-06-01,0.896233868843824,0.9979992497186444,0.999154239039726,0.012748827914841287,0.0973770581419018
154,2020-06-02,0.9004477218856992,0.9838689508565712,0.9981596487297002,0.01150949196833449,0.097664292309437
155,2020-06-03,0.9030813800368712,0.9931849443541328,0.996849294876106,0.01098589654907386,0.097938459480202
156,2020-06-04,0.9057150381880432,0.9858697011379268,0.9946836390230124,0.009900276688955503,0.0981855336117922
157,2020-06-05,0.9109823544903872,0.9936226084781792,0.9938805549566292,0.010390246714318655,0.0984448355752223
158,2020-06-06,0.918619963128786,0.9941227960485182,0.9929055531726926,0.00993870571055261,0.098692868752447
159,2020-06-07,0.9223070845404266,0.9966237339002124,0.99314354686989,0.009679309814772118,0.0989344283716388
160,2020-06-08,0.927837766657888,0.998624484181568,0.9943340285113236,0.009573630005380062,0.0991733506153356
161,2020-06-09,0.93231498551488,0.98993372514693,0.995375397386784,0.008800245945738226,0.099392972065638
162,2020-06-10,0.9354753752962864,0.9964361635613356,0.9956007200030876,0.008526439166858813,0.0996057603157945
163,2020-06-11,0.9386357650776928,0.9960610228835812,0.9961576526607764,0.00822381062178157,0.0998109960815793
164,2020-06-12,0.9436397155649195,0.9952482180817808,0.9965797469438692,0.007858734916609022,0.1000071209138362
165,2020-06-13,0.9452199104556228,0.9952482180817808,0.997219787863072,0.007493659211436475,0.1001941348125653
166,2020-06-14,0.9499604951277324,0.9992497186444916,0.9991135341516928,0.007436015679040811,0.1003797101428426
167,2020-06-15,0.9549644456149592,0.9983118669501064,0.9993040950154092,0.007306317731150563,0.1005620486941035
168,2020-06-16,0.9583882012114828,0.9944979367262724,0.998703944903646,0.007729036968718774,0.1007549367473439
169,2020-06-17,0.962602054253358,0.9947480305114418,0.9974424744127306,0.00732553224194912,0.1009377548214221
170,2020-06-18,0.9660258098498816,0.997749155933475,0.9959194505483304,0.007152601644762124,0.1011162571901449
171,2020-06-19,0.9683961021859364,0.995998499437289,0.994394343166872,0.006845169471985245,0.1012870871937917
172,2020-06-20,0.970503028706874,0.997936726272352,0.9929080869772168,0.006686649757897165,0.1014539611341961
173,2020-06-21,0.9726099552278116,0.9988120545204452,0.9910866364843264,0.00659538083160403,0.1016185573412186
174,2020-06-22,0.973400052673163,0.997936726272352,0.9894098811349026,0.00643686111751595,0.1017791974849987
175,2020-06-23,0.9726099552278116,0.9993747655370764,0.9875282274512228,0.006388824840519562,0.1019386388217357
176,2020-06-24,0.974716881748749,0.9978116793797674,0.986251821439045,0.006220697871032202,0.1020938843338217
177,2020-06-25,0.9770871740848038,0.9988120545204452,0.986016695164882,0.006129428944739066,0.1022468521125257
178,2020-06-26,0.977613905715038,0.9988120545204452,0.9855269620199224,0.00603816001844593,0.1023975421578478
179,2020-06-27,0.9797208322359756,0.9984994372889834,0.9859604683687,0.006153447083237263,0.1025511093400735
180,2020-06-28,0.9789307347906242,0.9994998124296612,0.98686656816869,0.00611501806164015,0.1027037174766646
181,2020-06-29,0.9784040031603898,0.9998749531074153,0.9882302679377916,0.006124625317039426,0.1028565653746643
182,2020-06-30,0.9797208322359756,0.9987495310741528,0.9897135824383934,0.006028552763046655,0.1030070156585778
183,2020-07-01,0.9794574664208586,0.9999374765537076,0.9938923080688534,0.0060333563907462905,0.1031575858231956
184,2020-07-02,0.9807742954964446,0.9992497186444916,0.9940619837495356,0.006090999923141958,0.1033095945562651
185,2020-07-03,0.9807742954964446,0.9990621483056146,0.9933105668128336,0.006018945507647374,0.10345980507877
186,2020-07-04,0.981301027126679,0.9983118669501064,0.994041411391282,0.005889247559757126,0.1036067788222584
187,2020-07-05,0.981301027126679,0.999124671751907,0.9925880296745444,0.005956498347552071,0.1037554308956071
188,2020-07-06,0.9831445878324994,0.9997499062148304,0.9910467308305306,0.005975712858350627,0.1039045624917731
189,2020-07-07,0.9860416117987884,0.9980617731649368,0.9892594292407378,0.005826800399661823,0.1040499777861054
190,2020-07-08,0.9863049776139056,0.999312242090784,0.9903583523186752,0.005773960494965799,0.1041940743926903
191,2020-07-09,0.98683170924414,0.9976866324871828,0.9875112904942228,0.00595169471985243,0.1043426065853348
192,2020-07-10,0.9876218066894916,0.9969988745779668,0.9800282024283196,0.006182268849435095,0.1044968930517863
193,2020-07-11,0.9881485383197262,0.999124671751907,0.9678203652035182,0.006249519637230038,0.1046528578480982
194,2020-07-12,0.9897287332104292,0.9986870076278604,0.9473873951781178,0.00635039581892245,0.1048113401392006
195,2020-07-13,0.9899920990255464,0.9988120545204452,0.923370212323176,0.006441664745215585,0.1049721001636851
196,2020-07-14,0.990782196470898,0.9939352257096412,0.8532196905825724,0.006907616632080549,0.1051444886164879
197,2020-07-15,0.992099025546484,0.9933099912467176,0.7173377733434073,0.007421604795941896,0.1053297043046523
198,2020-07-16,0.9913089281011324,0.992184569213455,0.5030703309107587,0.008022058258396742,0.1055299050808559
199,2020-07-17,0.9913089281011324,0.991684381643116,0.332512053817594,0.008660940742448699,0.1057460499907332
200,2020-07-18,0.9913089281011324,0.9887457796673752,0.2244013503532785,0.009525593728383677,0.1059837734273869
201,2020-07-19,0.9913089281011324,0.9958734525447044,0.1653134909807968,0.009842633156559836,0.1062294089905253
202,2020-07-20,0.9915722939162496,0.9974990621483056,0.1254100772953984,0.010034778264545385,0.1064798397818363
203,2020-07-21,0.9913089281011324,0.9793047392772288,0.1100967482278406,0.011624779033125816,0.106769951086275
204,2020-07-22,0.9918356597313668,0.9971239214705516,0.0933646334952217,0.0118457459073092,0.1070655769031121
205,2020-07-23,0.9915722939162496,0.9739902463423784,0.0870385071971157,0.01384405503035893,0.1074110730929437
206,2020-07-24,0.9915722939162496,0.9803051144179068,0.0885318466384544,0.01535719775574514,0.107794331704634
207,2020-07-25,0.9902554648406636,0.9769288483181192,0.107724548538154,0.017129736376911845,0.1082218262962161
208,2020-07-26,0.9905188306557808,0.989558584469176,0.1185207559741025,0.017931942202751516,0.1086693409654185
209,2020-07-27,0.9910455622860151,0.9911841940727772,0.1234865111055545,0.01860925370840058,0.109133758813929
210,2020-07-28,0.9899920990255464,0.9768038014255346,0.1393877682475755,0.020391399584966566,0.1096426524037399
211,2020-07-29,0.9905188306557808,0.970113792672252,0.1513925836399023,0.0226875336253939,0.1102088489702127
212,2020-07-30,0.9910455622860151,0.9723021132924848,0.1610190154539928,0.024815540696333873,0.1108281526886964
213,2020-07-31,0.9918356597313668,0.974427910466425,0.1615196595811842,0.026780224425486127,0.1114964876152443
214,2020-08-01,0.9915722939162496,0.9743653870201324,0.1669511663171129,0.028749711782338025,0.1122139736305607
215,2020-08-02,0.9918356597313668,0.9888083031136676,0.1678835618994934,0.02960956114057336,0.1129529182919493
216,2020-08-03,0.990782196470898,0.9947480305114418,0.1813819099554273,0.030013065867343015,0.1137019329325002
217,2020-08-04,0.9905188306557808,0.9780542703513818,0.1960148519867198,0.03169913918991622,0.1144930257002651
218,2020-08-05,0.989465367395312,0.9581718144304114,0.2464124860135145,0.034912766120974555,0.1153643186592158
219,2020-08-06,0.9886752699499604,0.9860572714768038,0.3360239171644437,0.035983975097994,0.1162623450152284
220,2020-08-07,0.9881485383197262,0.9793672627235214,0.4567552603176991,0.03756917223887479,0.1171999320036645
221,2020-08-08,0.9878851725046088,0.982806052269601,0.5923177418847736,0.038890169856275456,0.1181704861857868
222,2020-08-09,0.9876218066894916,0.995310741528073,0.7141482498584408,0.03925044193374836,0.1191500314207326
223,2020-08-10,0.98683170924414,0.9961235463298737,0.8111181137224296,0.038952617016370754,0.1201221440520109
224,2020-08-11,0.9849881485383196,0.982618481930724,0.8456784347205413,0.040288025516870336,0.1211275835190884
225,2020-08-12,0.9818277587569132,0.997936726272352,0.8477353930475056,0.04044654523095842,0.1221369790494083
226,2020-08-13,0.9797208322359756,0.9941227960485182,0.8409689695274954,0.03999500422719238,0.1231351057935227
227,2020-08-14,0.9770871740848038,0.9978742028260598,0.8279251893039223,0.040158327568980086,0.1241373084815838
228,2020-08-15,0.974716881748749,0.9939352257096412,0.8210178886433118,0.03969237568211512,0.1251278827413264
229,2020-08-16,0.9728733210429288,0.9908715768413154,0.8152823615156203,0.038991046037967866,0.1261009544182393
230,2020-08-17,0.9723465894126944,0.9989996248593224,0.814106651013728,0.03891418799477365,0.1270721080038832
231,2020-08-18,0.9712931261522254,0.9945604601725648,0.8127082392598561,0.03849627238490508,0.1280328319682517
232,2020-08-19,0.9697129312615222,0.99443541327998,0.8088836510465867,0.03806874951963723,0.1289828865499364
233,2020-08-20,0.9686594680010536,0.9897461548080532,0.803096368733955,0.037280954576896466,0.1299132806961137
234,2020-08-21,0.9686594680010536,0.9882455920970364,0.7945417926868255,0.03637787256936438,0.1308211372698799
235,2020-08-22,0.969449565446405,0.9836813805176942,0.7832026566066627,0.03512412573975866,0.1316977049798204
236,2020-08-23,0.9686594680010536,0.9936851319244716,0.7674454835847151,0.03463895934209515,0.1325621647386253
237,2020-08-24,0.9691861996312878,0.9995623358759534,0.754844890037937,0.034605333948197675,0.1334257853324999
238,2020-08-25,0.9707663945219912,0.9833687632862324,0.7364222064491651,0.033327568980093765,0.1342575176590271
239,2020-08-26,0.9728733210429288,0.9880580217581592,0.7112333446651613,0.03241007608946276,0.1350663527710305
240,2020-08-27,0.974716881748749,0.994810553957734,0.6852561978458337,0.03201137499039274,0.1358652377845758
241,2020-08-28,0.9770871740848038,0.9916218581968238,0.6504650250180039,0.031367688878641144,0.1366480587837431
242,2020-08-29,0.9791941006057414,0.9983118669501064,0.6097038452493234,0.031497386826531394,0.1374341165619269
243,2020-08-30,0.9799841980510928,0.9979992497186444,0.5617072656152546,0.03165110291291983,0.1382240105226487
244,2020-08-31,0.9815643929417962,0.9990621483056146,0.5192225189627879,0.03157904849742525,0.1390121062728058
245,2020-09-01,0.9826178562022648,0.9954357884206576,0.4783594540908724,0.03122838367535162,0.139791450731548
246,2020-09-02,0.9847247827232024,0.9899962485932224,0.4508819611744455,0.030459803243409425,0.1405516142776
247,2020-09-03,0.9865683434290228,0.9976241090408904,0.4473866293419785,0.03027726539082315,0.1413072223568882
248,2020-09-04,0.9865683434290228,0.9939977491559336,0.4716947696578862,0.030738413649988472,0.1420743389837904
249,2020-09-05,0.98683170924414,0.9863698887082656,0.4992372607069899,0.03178560448850972,0.142867589604233
250,2020-09-06,0.9878851725046088,0.9925597098912092,0.5372195680390619,0.03235723618476673,0.1436751060284889
251,2020-09-07,0.9881485383197262,0.9974990621483056,0.5845433647077127,0.03254938129275228,0.1444874176809173
252,2020-09-08,0.9884119041348433,0.9805552082030762,0.6249366522113919,0.03404330950733994,0.1453370122323873
253,2020-09-09,0.9889386357650776,0.9784919344754284,0.6465894214392998,0.035695757436015677,0.1462278457461411
254,2020-09-10,0.989465367395312,0.9688633237464048,0.6470004738484388,0.03808796403043578,0.147178379850643
255,2020-09-11,0.989465367395312,0.9619857446542454,0.6023432778501973,0.04100856967181615,0.1482018014233675
256,2020-09-12,0.9892020015801948,0.958109290984119,0.5249852558019795,0.04422700023057413,0.1493055430679822
257,2020-09-13,0.9905188306557808,0.9736151056646244,0.4361764143577317,0.046254131119821684,0.1504598743698171
258,2020-09-14,0.9905188306557808,0.9884956858822058,0.3623391375175541,0.04713799861655522,0.1516362637212457
259,2020-09-15,0.9902554648406636,0.9316618732024508,0.2972698635375631,0.05238836369226038,0.152943682682489
260,2020-09-16,0.9902554648406636,0.9335375765912216,0.2496060752269357,0.0574946199369764,0.1543785348324175
261,2020-09-17,0.9902554648406636,0.914467925472052,0.2176329376692581,0.06406598263008223,0.155977383785847
262,2020-09-18,0.9910455622860151,0.9327872952357134,0.189862784988037,0.06922988240719391,0.1577051044964135
263,2020-09-19,0.9899920990255464,0.9386644991871952,0.1752334868142394,0.07394224118053953,0.1595504281779116
264,2020-09-20,0.9881485383197262,0.9642365887207704,0.1742085852175496,0.07668991622473292,0.161464323622277
265,2020-09-21,0.9878851725046088,0.980867825434538,0.1767779299758775,0.07815982630082238,0.1634149025621623
266,2020-09-22,0.9881485383197262,0.9195948480680256,0.1791813796547457,0.08433729152255781,0.1655196480877948
267,2020-09-23,0.9886752699499604,0.9247842941102914,0.1780484580439206,0.09011605564522326,0.1677686101007166
268,2020-09-24,0.9870950750592572,0.932912342128298,0.1936090603102573,0.09527034816693566,0.1701462041093666
269,2020-09-25,0.98683170924414,0.9591721895710892,0.2166073751525435,0.09840711705479976,0.1726020802179335
270,2020-09-26,0.98683170924414,0.97880455170689,0.2447765366119997,0.10003554684497731,0.1750985958852626
271,2020-09-27,0.9855148801685542,0.9795548330623984,0.2989595573144482,0.1016063331027592,0.1776343125429023
272,2020-09-28,0.9826178562022648,0.985056896336126,0.4023508384327275,0.10275440012297286,0.1801986806888728
273,2020-09-29,0.98024756386621,0.9340377641615606,0.543788283687696,0.10782222734609176,0.1828895229778942
274,2020-09-30,0.9784040031603898,0.9152182068275604,0.6741000846624439,0.11433594650680193,0.1857429235019647
275,2020-10-01,0.9773505398999208,0.91865699637364,0.7713167875150668,0.12058546614403198,0.1887522888223471
276,2020-10-02,0.9736634184882802,0.8963361260472678,0.8311581880409227,0.12854988087003305,0.1919604163504813
277,2020-10-03,0.9723465894126944,0.8742028260597724,0.8697567066526477,0.13821477980170624,0.1954097438556943
