t,Ma,O,R,I,demand,S
58,253.13394495412845,0.09838821100917405,0.0,0.0,1.0,0.4336337064220184
59,248.17064220183485,0.025835100917431353,0.5871559633027564,0.5871559633027564,0.41284403669724357,0.4354843027522936
60,243.17522935779817,0.06015482568807333,1.0,0.8772946605504591,0.0,0.4381236972477064
61,238.22018348623857,0.09345031192660523,1.0,0.6868026146789004,0.0,0.44153026605504586
62,233.28440366972478,0.12696084403669708,1.0,0.5653547155963307,0.0,0.445710495412844
63,228.3110091743119,0.16498402752293606,1.0,0.5357509908256887,0.0,0.4507764770642202
64,223.39357798165136,0.21163488073394504,1.0,0.5840699816513754,0.0,0.4569108899082569
65,218.3981651376147,0.2397320917431195,0.9885183119266081,0.30422738532110355,0.011481688073391907,0.46368706422018346
66,213.40275229357798,0.21483586238532104,0.7043465321100912,0.017384422018348167,0.2956534678899087,0.4698514036697248
67,208.4926605504587,0.1903645321100917,0.6691331926605504,0.0,0.33086680733944956,0.47542617431192663
68,203.51192660550458,0.1655414036697248,0.6370885137614679,0.0,0.36291148623853203,0.4804275963302752
69,198.51651376146793,0.1626744311926605,0.8771442201834826,0.041178697247705814,0.12285577981651744,0.48542025688073387
70,193.57889908256882,0.18004022018348614,1.0,0.19680479816513674,0.0,0.4908459357798165
71,188.62568807339449,0.20472628440366988,1.0,0.28480332110091733,0.0,0.49684117431192665
72,183.6302752293578,0.2296225137614679,1.0,0.26414652293577984,0.0,0.5034099999999999
73,178.66513761467894,0.25436766972477043,1.0,0.24272588990825705,0.0,0.5105488990825687
74,173.73944954128442,0.2789159724770642,1.0,0.2234440275229358,0.0,0.5182539357798165
75,168.7440366972477,0.3038122018348624,1.0,0.21194598165137615,0.0,0.5265329816513762
76,163.751376146789,0.3286947247706422,1.0,0.19866066055045872,0.0,0.5353856788990825
77,158.84678899082576,0.3531386422018345,1.0,0.18403045871559653,0.0,0.5448460825688072
78,153.85779816513764,0.3780028899082568,1.0,0.17657203669724775,0.0,0.5548998440366971
79,148.86238532110087,0.40289911926605526,1.0,0.1679041926605504,0.0,0.5655276146788991
80,143.9330275229358,0.4274657339449541,1.0,0.15769670642201838,0.0,0.5767214678899082
81,138.97155963302757,0.4521925779816512,1.0,0.15087922018348626,0.0,0.5884857889908256
82,134.02385321100917,0.47685075229357793,1.0,0.14405944954128444,0.0,0.6008175779816514
83,129.08073394495412,0.5014860366972478,1.0,0.1374546605504587,0.0,0.6137177706422018
84,124.08532110091744,0.5263822660550459,1.0,0.13332728440366973,0.0,0.6271919724770642
85,119.11009174311928,0.551177981651376,1.0,0.1275472385321101,0.0,0.6412377614678899
86,114.19449541284405,0.5756767247706421,1.0,0.12109074311926606,0.0,0.6558489724770642
87,109.1990825688073,0.6005729541284406,1.0,0.11861086238532106,0.0,0.671033394495413
88,104.20366972477066,0.6254691834862384,1.0,0.11439655045871562,0.0,0.6868434220183486
89,99.2917431192661,0.6536940091743118,1.0,0.1238038532110091,0.0,0.7033255137614678
90,94.31284403669729,0.6892480550458713,1.0,0.14888611009174296,0.0,0.7206462201834861
91,89.31743119266055,0.7260414036697248,1.0,0.15049283486238532,0.0,0.7388136788990826
92,84.37798165137615,0.7629855229357798,1.0,0.14408671559633027,0.0,0.7578338073394496
93,79.42660550458719,0.7355105871559638,0.7988414954128467,0.0754212844036706,0.20115850458715331,0.7760531926605504
94,74.43119266055047,0.6179978899082573,0.4046609449541295,0.0,0.5953390550458706,0.7914877247706422
95,69.46422018348622,0.46464293577981586,0.09475375229357744,0.0,0.9052462477064226,0.8034015412844037
96,64.54036697247709,0.36767858715596297,0.19691280733944463,0.09184070642201599,0.8030871926605554,0.8131942568807339
97,59.54495412844041,0.4349731559633022,1.0,0.46910861467889964,0.0,0.8245377798165137
98,54.55045871559637,0.5008923761467886,1.0,0.40023686238532213,0.0,0.8374005779816512
99,49.64587155963302,0.5502316146788993,1.0,0.2748892385321098,0.0,0.8515157981651377
100,44.658715596330275,0.5999828715596331,1.0,0.2473047339449541,0.0,0.8667919357798165
101,39.736697247706466,0.6450201009174308,1.0,0.21055635779816553,0.0,0.8830942568807337
102,34.76788990825689,0.6812465871559632,1.0,0.1608281284403671,0.0,0.9002118990825687
103,29.772477064220173,0.7142902385321102,1.0,0.13633271559633026,0.0,0.9180907981651376
104,24.822935779816536,0.7592220642201832,1.0,0.17247993577981613,0.0,0.9370366513761467
105,19.88165137614682,0.8229371284403665,1.0,0.2362165412844034,0.0,0.9574701284403668
106,14.886238532110086,0.9084206697247708,1.0,0.2942134770642203,0.0,0.9799029174311926
107,9.909174311926591,0.9977782660550459,1.0,0.3656350091743119,0.0,0.9995035596330275
108,4.99541284403669,1.0,1.0,0.4063884220183493,0.0,1.0
109,0.0,1.0,1.0,0.851655,0.0,1.0
