t,O,R,I,S,demand,date,close
65,0.9166666666666666,0.9821616028164388,0.011225190068972286,0.16476394892175636,0.24747764101012926,1965-06,84.12
66,0.8333333333333334,0.9724952735858186,0.13929321223961624,0.16704249693484427,0.2081200507475461,1965-07,85.25
67,0.8333333333333334,0.9712587925292767,0.0,0.17163781565030065,0.23280553624830028,1965-08,87.17
68,0.8333333333333334,0.9712587925292767,0.20713585319564554,0.17861770189334683,0.25065288049856954,1965-09,89.96
69,0.8333333333333334,0.9712587925292767,0.27753788675430935,0.1843823258827617,0.23870668191381936,1965-10,92.42
70,0.8333333333333334,0.9704600588607722,0.0949035380378508,0.1830832528328194,0.2398322029789467,1965-11,91.61
71,0.8333333333333334,0.9707493201913863,0.11404883091557187,0.1841143565628606,0.04939481279317206,1965-12,92.43
72,0.8333333333333334,0.9707493201913863,0.07458162707341202,0.18408306911895142,0.057260179303219486,1966-01,92.88
73,0.8333333333333334,0.967092344233036,0.03150245294791583,0.18278549235282815,0.10543653606098942,1966-02,91.22
74,0.75,0.9618908988282117,0.19660149099225963,0.1814944034705355,0.09465970218685234,1966-03,89.23
75,0.75,0.9575181966064787,0.10362911750738729,0.18550355686518633,0.07171449190519515,1966-04,91.06
76,0.6666666666666666,0.9430286760035869,0.27112055390997425,0.1841988776603319,0.20119928631224798,1966-05,86.13
77,0.6666666666666666,0.9359677547371335,0.2512969725671028,0.1829007218515017,0.18188681818752112,1966-06,84.74
78,0.6666666666666666,0.9233381078041928,0.19973169153702688,0.18160905682171571,0.16169236200676582,1966-07,83.6
79,0.5833333333333334,0.8902835449106024,0.41207599238979564,0.18032385011707863,0.2943783262690906,1966-08,77.1
80,0.5,0.8510733799333056,0.360108789741386,0.17904506944596468,0.3064197296121911,1966-09,76.56
81,0.4166666666666667,0.8206086193994745,0.2795317399054956,0.18988469443912903,0.39338879884046307,1966-10,80.2
82,0.3333333333333333,0.7927002837661828,0.3050677778351698,0.1893696902491613,0.3607765117986486,1966-11,80.45
83,0.25,0.7625478591053327,0.2936154929256964,0.18804568037738698,0.36184054326361736,1966-12,80.33
84,0.25,0.7474836596930992,0.07757389844050414,0.20635630211604136,0.5051150402965963,1967-01,86.61
85,0.25,0.7368161883389817,0.0805216774939255,0.20545868426695066,0.26953562204251186,1967-02,86.78
86,0.3333333333333333,0.7391466944681471,0.18423927032958073,0.2141334759048309,0.243822679763571,1967-03,90.2
87,0.3333333333333333,0.7435193966898799,0.3224573952958953,0.2234737677673461,0.23723591273376193,1967-04,94.01
88,0.4166666666666667,0.7480344726292018,0.12783041719294044,0.22197923750798082,0.40486478932755343,1967-05,89.08
89,0.5,0.7595921189832076,0.07139763948630343,0.2250191870339475,0.3942386376012824,1967-06,90.64
90,0.5833333333333334,0.7818880951467685,0.2553038984136611,0.23508068157507364,0.3186422321728762,1967-07,94.75
91,0.6666666666666666,0.8171866308185557,0.3407005538424895,0.23352811674666976,0.3345282344859673,1967-08,93.64
92,0.75,0.8563967957958525,0.42408031707585214,0.24039523674811913,0.3254038403956934,1967-09,96.71
93,0.8333333333333334,0.8789932054663366,0.32771035441500873,0.23881609914385002,0.3369066898113004,1967-10,93.3
94,0.9166666666666666,0.9026041732167854,0.32252308701796617,0.23919395833131316,0.2226988746207259,1967-11,94.0
95,1.0,0.9322028136526493,0.3629754281399904,0.2443842540218921,0.2308409928688459,1967-12,96.47
96,0.9166666666666666,0.936952781874513,0.1778093596887888,0.2427851713312541,0.2525638189824893,1968-01,92.24
97,0.8333333333333334,0.9346489001780277,0.17558381767434936,0.2411940840540693,0.2748887693136144,1968-02,89.36
98,0.75,0.926066427225958,0.18742020257744782,0.2420507000423758,0.22276890279086686,1968-03,90.2
99,0.75,0.926066427225958,0.41838510855458627,0.2606494492080375,0.39047654219053746,1968-04,97.46
100,0.75,0.9377687908452607,0.38962952246733507,0.26221296956488316,0.391085846790802,1968-05,98.68
101,0.75,0.945768175307137,0.34785015575221656,0.2628922023345608,0.3811546864070563,1968-06,99.58
102,0.75,0.9416448611705496,0.2568774254803201,0.2612005799023595,0.3210880785687486,1968-07,97.74
103,0.75,0.9426456245622697,0.10543375149825125,0.2624884746779743,0.25281599405941246,1968-08,98.86
104,0.75,0.9426456245622697,0.04124789035877972,0.27065960167880543,0.2618947972475337,1968-09,102.67
105,0.75,0.9505139754256167,0.19183752214888214,0.27080184920496675,0.08833489183487007,1968-10,103.41
106,0.75,0.9567671222994203,0.23404529324052456,0.28128721908466564,0.15433311972294256,1968-11,108.37
107,0.75,0.9480340616673903,0.05196200869051959,0.27950362156871383,0.2733571466786491,1968-12,103.86
108,0.8333333333333334,0.9473111557327918,0.09742826780312742,0.27772894204034176,0.257479321143824,1969-01,103.01
109,0.8333333333333334,0.9431849237126099,0.1550972627859824,0.2759631359096115,0.3449490105853863,1969-02,98.13
110,0.8333333333333334,0.944080432629303,0.10614341503593125,0.28303660650618795,0.33610738910378407,1969-03,101.51
111,0.8333333333333334,0.9344435293186962,0.2280565361387415,0.2867849993515975,0.3486278139746813,1969-04,103.69
112,0.8333333333333334,0.9243330175120554,0.18078646949528784,0.284973912934311,0.2666154167206996,1969-05,103.46
113,0.75,0.9023822933045625,0.1723231146527281,0.2831718819491109,0.30721035733982943,1969-06,97.71
114,0.6666666666666666,0.8724469790741769,0.22624860365407265,0.28137886111883686,0.3732328375675731,1969-07,91.83
115,0.5833333333333334,0.8475795573928486,0.12429613155047625,0.28984059077380575,0.40743434660349065,1969-08,95.51
116,0.5,0.8161772549384145,0.2059800601114428,0.2880142263994082,0.36316393559182786,1969-09,93.12
117,0.4166666666666667,0.7930116219802255,0.3168067038369451,0.2971641556028194,0.413174407830592,1969-10,97.12
118,0.3333333333333333,0.7630301450138935,0.365525468453023,0.2953011734042768,0.42122833189425496,1969-11,93.81
119,0.25,0.7387319699999708,0.34229341021024967,0.2934475061167269,0.3702113156177798,1969-12,92.06
120,0.16666666666666666,0.7016875489406089,0.43699430918084625,0.2916031071656147,0.42554362049647926,1970-01,85.02
121,0.16666666666666666,0.6839169345024603,0.3269974034269725,0.30315853878812576,0.4593522931586155,1970-02,89.5
122,0.16666666666666666,0.6594540260986126,0.3661020825796866,0.30164406837778807,0.45506730350859664,1970-03,89.63
123,0.08333333333333333,0.6138022854156747,0.22687155347180304,0.29975868661537064,0.5091314929231449,1970-04,81.52
124,0.0,0.5583900913796864,0.10490784968132563,0.2978827317617653,0.5301502726241986,1970-05,76.55
125,0.0,0.5069314987018958,0.1002594472523992,0.2960161566824279,0.5280542416128934,1970-06,72.72
126,0.0,0.4785561722873316,0.06479299167747711,0.3126033502940881,0.6582415248791218,1970-07,78.05
127,0.0,0.44974842072421484,0.06879162629172504,0.3220059331875335,0.6406657679430405,1970-08,81.52
128,0.08333333333333333,0.43158656448499444,0.2069414560529941,0.32876295377117215,0.6752806430370413,1970-09,84.3
129,0.16666666666666666,0.40302591300676494,0.1798276597239601,0.3267419775817878,0.5153498863555296,1970-10,83.25
130,0.25,0.38941481666422006,0.11904117683124114,0.3368189805473256,0.40705921137243156,1970-11,87.2
131,0.3333333333333333,0.3896001417278856,0.36734668580843477,0.34915519515910637,0.21120800305119306,1970-12,92.15
132,0.4166666666666667,0.4119626994101908,0.4672652854752273,0.3573791695289151,0.1600745302621773,1971-01,95.88
133,0.5,0.42689166287213476,0.3965617596169999,0.35757054313683556,0.1769691471014272,1971-02,96.75
134,0.5833333333333334,0.4488835704271089,0.5425668520229436,0.36482813116693125,0.17842553775917705,1971-03,100.31
135,0.6666666666666666,0.4950706946273029,0.6049402411821925,0.3719215449476015,0.06022935154684451,1971-04,103.95
136,0.75,0.5425962776206366,0.5435285009465198,0.36968477580233494,0.28903700198323884,1971-05,99.63
137,0.8333333333333334,0.5960934459987479,0.5055830351979237,0.3674591905027948,0.2616514157952503,1971-06,98.7
138,0.9166666666666666,0.6321906500660417,0.4590407418641234,0.36524473312975225,0.27026140685581335,1971-07,95.58
139,1.0,0.6682466707858541,0.5940391662126914,0.372287723559581,0.3068809024422196,1971-08,99.03
140,1.0,0.6971573807176741,0.5722363230771017,0.3700491235212546,0.2651146028719254,1971-09,98.34
141,0.9166666666666666,0.7197670384848667,0.5287823647837945,0.3678217164831198,0.2280242525911507,1971-10,94.23
142,0.8333333333333334,0.7337487849547426,0.48774342857776626,0.3656054464801757,0.196817563536462,1971-11,93.99
143,0.8333333333333334,0.7542169086529114,0.6069035915462162,0.3849563993301426,0.42451900845770846,1971-12,102.09
144,0.8333333333333334,0.7708137976878451,0.5127194007989277,0.38733746522143053,0.3798743654676463,1972-01,103.94
145,0.8333333333333334,0.7910348213011266,0.6280144392260756,0.39153956578898275,0.36988875105072816,1972-02,106.57
146,0.8333333333333334,0.8052224845084086,0.613557780089585,0.39074168270333215,0.3597408658293076,1972-03,107.2
147,0.8333333333333334,0.8128825871399165,0.43353690543799384,0.38955157435329585,0.24477043353622494,1972-04,107.67
148,0.8333333333333334,0.8308797099892118,0.354199140603825,0.39169283094932944,0.21929805740781266,1972-05,109.53
149,0.8333333333333334,0.8459225696777808,0.1594137953738589,0.38935720537405427,0.07346148025901744,1972-06,107.14
150,0.8333333333333334,0.8678993714080028,0.42198993324150214,0.38764100692991943,0.06581266977532009,1972-07,107.39
151,0.8333333333333334,0.8871319946817349,0.6665944926505091,0.3941585471824641,0.09403816009379264,1972-08,111.09
152,0.8333333333333334,0.9067007187798136,0.7099501135330037,0.3918105930260233,0.10149639873145404,1972-09,110.55
153,0.9166666666666666,0.9358173454490397,0.6750248036086236,0.39189265095251746,0.10227410577034952,1972-10,111.58
154,1.0,0.9654281722880406,1.0,0.4011879376689068,0.16895906508334027,1972-11,116.67
155,1.0,0.9783597433971452,1.0,0.40187107607941924,0.10183259175166155,1972-12,118.05
156,1.0,0.9836634137289472,0.9335695631211474,0.39948455927849363,0.14984496153107316,1973-01,116.03
157,0.9166666666666666,0.9753285932043397,0.9207678543021732,0.3971099750615727,0.20965451304884802,1973-02,111.68
158,0.8333333333333334,0.9653940464510805,0.880673341515165,0.39474726376573627,0.20841296206170754,1973-03,111.52
159,0.75,0.9458907468906428,0.8813722492345588,0.39239636602637906,0.2613069706119228,1973-04,106.97
160,0.6666666666666666,0.9211275890330728,0.865042395589482,0.39005722277571864,0.1199458945686241,1973-05,104.95
161,0.5833333333333334,0.8999294009924478,0.8546182214183458,0.3877297752413116,0.06903692331589034,1973-06,104.26
162,0.5,0.8857075299963231,0.7452906898947751,0.39513470883626206,0.2176254175264726,1973-07,108.22
163,0.4166666666666667,0.8596211499631576,0.8247496388321264,0.3927818738715523,0.215832516228596,1973-08,104.25
164,0.3333333333333333,0.842521021299446,0.8207165689700685,0.4006920723597557,0.29636324766502226,1973-09,108.43
165,0.25,0.8240715235368593,0.6841004611084004,0.39831145057742845,0.23859047783799678,1973-10,108.29
166,0.16666666666666666,0.7823144123098577,0.22970324011894913,0.3959427319040128,0.5766594284936293,1973-11,95.96
167,0.08333333333333333,0.7435629057388511,0.15953607645890222,0.39787110094651373,0.5928350587772558,1973-12,97.55
168,0.0,0.7067773292573003,0.1217229361340108,0.39550458402125266,0.5382115164533,1974-01,96.57
169,0.0,0.6775530223505803,0.07228695469434902,0.39314989968061786,0.532052558078535,1974-02,96.22
170,0.0,0.6443968552649484,0.06176937143765921,0.39080698876168624,0.4573188804002901,1974-03,93.98
171,0.0,0.6129041674857791,0.14674635522335447,0.38847579239734936,0.44524716544043763,1974-04,90.31
172,0.0,0.5795022591389651,0.18088224610670497,0.38615625201483406,0.1235843061617958,1974-05,87.28
173,0.0,0.5449850635298636,0.18581025641105808,0.3838483093342314,0.042891902963942075,1974-06,86.0
174,0.0,0.49033598767777586,0.2938372197122698,0.3815519063670318,0.1944224395090224,1974-07,79.31
175,0.0,0.42965679933976053,0.3108474282995741,0.3792669854146681,0.2575022443899812,1974-08,72.15
176,0.0,0.34480045153622474,0.43269496544173375,0.37699348906706626,0.37919102084190887,1974-09,63.54
177,0.0,0.279792436366619,0.5490620441502528,0.41411748589529046,1.0,1974-10,73.9
178,0.0,0.2306630873041574,0.487175405681609,0.41166973704528553,1.0,1974-11,69.97
179,0.0,0.17586278606057315,0.4692601139976852,0.4092342269395306,1.0,1974-12,68.56
180,0.08333333333333333,0.13883146831784043,0.6915819666809709,0.4370164646848515,1.0,1975-01,76.98
181,0.16666666666666666,0.11117612484789774,0.7650582796311504,0.4496203372440742,1.0,1975-02,81.59
182,0.25,0.09110095412672259,0.7673128942118544,0.45259148639166785,0.8070357183654434,1975-03,83.36
183,0.3333333333333333,0.08541109877166264,0.7958178440516491,0.4619937867397941,0.5867704322980808,1975-04,87.3
184,0.4166666666666667,0.09272662708531121,0.8273486741173712,0.47056005381162924,0.4040129196828569,1975-05,91.15
185,0.5,0.11009864393348434,0.8694839547656932,0.47913886334337885,0.2562961234373373,1975-06,95.19
186,0.5833333333333334,0.1279432401300844,0.7813698044604579,0.4763660076061335,0.4355982013122951,1975-07,88.75
187,0.6666666666666666,0.155787615339398,0.7692387511911974,0.47360701614757433,0.4302824465590877,1975-08,86.88
188,0.6666666666666666,0.19421776795347434,0.7951335128896074,0.470861819646308,0.46512807910481824,1975-09,83.87
189,0.75,0.22283717329420782,0.8068085819490243,0.48372845938783093,0.4969599300290607,1975-10,89.04
190,0.8333333333333334,0.2630442242583695,0.9577244759115741,0.4872972213679214,0.4694672284090413,1975-11,91.24
191,0.9166666666666666,0.3039317894842657,0.9519401546966951,0.4844835738405533,0.41470116609218494,1975-12,90.19
192,0.9166666666666666,0.349072568846004,1.0,0.5108409124050828,0.5385083914198682,1976-01,100.86
193,0.9166666666666666,0.3833251200199863,0.9555595259802423,0.507909546422529,0.5224426232009362,1976-02,99.71
194,0.9166666666666666,0.42001618063185164,0.9448031286732487,0.5128749826949226,0.4285908997252732,1976-03,102.77
195,0.9166666666666666,0.4471233320576192,0.9232699859372652,0.5099334463609194,0.4412173694140138,1976-04,101.64
196,0.9166666666666666,0.4641928981227992,0.9109161680320853,0.5070066177085863,0.46708788911840926,1976-05,100.18
197,0.9166666666666666,0.48137588323160163,0.9388072431818267,0.5145537999172601,0.45327924818472637,1976-06,104.28
198,0.9166666666666666,0.5091446457451668,0.8785341121962372,0.5116038694971453,0.1627313964592423,1976-07,103.44
199,0.9166666666666666,0.5394464335663002,0.8050265003157627,0.5086686887291311,0.15460490249284045,1976-08,102.91
200,1.0,0.5798425162698324,0.677238009204276,0.5115862596575746,0.1370621356426654,1976-09,105.24
201,1.0,0.6060423153466203,0.8536574227830204,0.5086511669387582,0.16013989026614933,1976-10,102.9
202,0.9166666666666666,0.6265711622422853,0.7748815779747222,0.5057307496835359,0.15102266892701283,1976-11,102.1
203,0.9166666666666666,0.6592169436316161,0.77119909035932,0.5161670045235562,0.19411943996437814,1976-12,107.46
204,0.8333333333333334,0.6614286149822541,0.6644570580874969,0.5132090080804099,0.297247030625014,1977-01,102.03
205,0.75,0.6616365498955619,0.6740684197447154,0.5102658016194794,0.3079859983368204,1977-02,99.82
206,0.6666666666666666,0.6534136692329338,0.653062510270502,0.5073373111908535,0.2781602792386074,1977-03,98.42
207,0.5833333333333334,0.6473646535730693,0.6389624160000386,0.5044764471969367,0.2752236543014462,1977-04,98.44
208,0.5,0.6396899649546164,0.6023900020726187,0.5015769035404235,0.28308482819300185,1977-05,96.12
209,0.4166666666666667,0.6325067588585273,0.6248843342984005,0.5102595377564999,0.25497960797257313,1977-06,100.48
210,0.3333333333333333,0.6238302020214093,0.7050376916388018,0.5073310786471888,0.18022046437122757,1977-07,98.85
211,0.25,0.6122236532240444,0.6534704326817884,0.5044172618334245,0.1792738455221144,1977-08,96.77
212,0.16666666666666666,0.5957589887248508,0.5660038644342281,0.5015180141037289,0.1748608686015328,1977-09,96.53
213,0.08333333333333333,0.5757972370472981,0.6928252838096027,0.4986332626126818,0.23218042324041965,1977-10,92.34
214,0.08333333333333333,0.5620546295950435,0.8532567361242895,0.5027013585028371,0.2618145659012241,1977-11,94.83
215,0.0,0.5386903066088171,0.8541354589109195,0.5005520732007445,0.16087191460307843,1977-12,95.1
216,0.0,0.5145320503172335,0.4549397144062043,0.4976721514142123,0.26519559005281684,1978-01,89.25
217,0.0,0.49037379402564996,0.6052586053209134,0.4948066292366127,0.2667767691418065,1978-02,87.04
218,0.0,0.4729639708296026,0.5697300484771363,0.4983767594563269,0.3148686347318256,1978-03,89.21
219,0.08333333333333333,0.46992055982573333,0.9150418585027698,0.516880629427623,0.4615902645005747,1978-04,96.83
220,0.16666666666666666,0.4720377153066858,0.7503183685266671,0.5150208532195385,0.4515560982652406,1978-05,97.24
221,0.25,0.46268064420783295,0.6828968410886884,0.5120685875329123,0.46132594663460075,1978-06,95.53
222,0.3333333333333333,0.466139925038318,0.7244929279002142,0.5228228008691229,0.36596835342317613,1978-07,100.68
223,0.4166666666666667,0.4784647944452919,0.7524046793698179,0.5265052764500887,0.29114454773035525,1978-08,103.29
224,0.5,0.48982560198147473,0.7438984420541962,0.5234955886473097,0.3263997246715893,1978-09,102.54
225,0.5,0.4913567590703779,0.3894386184058122,0.5205009492835446,0.4721069255702106,1978-10,93.15
226,0.5,0.49111101780919597,0.39370283536027784,0.5218245911859589,0.4810783148739485,1978-11,94.7
227,0.5,0.4930202383768407,0.3826703664591859,0.5226921848687446,0.4814067376750758,1978-12,96.11
228,0.5833333333333334,0.5132088281416383,0.43799089580091183,0.5298651195357107,0.45223193037307813,1979-01,99.93
229,0.5833333333333334,0.5306753608594968,0.4225451487581316,0.5268386325175035,0.45019429350275886,1979-02,96.28
230,0.6666666666666666,0.5540774901935974,0.4748835838703821,0.537826082048593,0.5323112528380449,1979-03,101.59
231,0.6666666666666666,0.5633967549445761,0.4817168679320122,0.5351957806196742,0.24846793913436102,1979-04,101.76
232,0.6666666666666666,0.5668749389489981,0.4108030064550676,0.5321426402960473,0.29755172101310134,1979-05,99.08
233,0.6666666666666666,0.5808254813145606,0.5196081513334849,0.5389946917013313,0.3225851197880651,1979-06,102.91
234,0.6666666666666666,0.5867421747568655,0.5053940780883064,0.5381931265319605,0.29342888664635897,1979-07,103.81
235,0.6666666666666666,0.5981407886409225,0.5614919595919413,0.5486107735777496,0.2529364895787006,1979-08,109.32
236,0.6666666666666666,0.6109571405702603,0.5602763232713963,0.5454905582893324,0.21034528216222087,1979-09,109.32
237,0.6666666666666666,0.6273461923737054,0.21420961263711602,0.5423859440773572,0.40233409419933497,1979-10,101.82
238,0.75,0.6490092297055949,0.26739550442628207,0.5501812227161652,0.40852855690691225,1979-11,106.16
239,0.8333333333333334,0.6713716844731563,0.28396373362204946,0.5513891167512344,0.38865534939131413,1979-12,107.94
240,0.8333333333333334,0.698270900985616,0.2708649584478976,0.5628642451457159,0.438705397540394,1980-01,114.16
241,0.9166666666666666,0.7311246172882546,0.09224560683009651,0.5596727624994587,0.4029427476337972,1980-02,113.66
242,0.8333333333333334,0.7320697759851085,0.05917441029501642,0.5564972372664329,0.6396332684375033,1980-03,102.09
243,0.75,0.7406329137786041,0.07086091277761192,0.5638505290252833,0.5839000498389986,1980-04,106.29
244,0.75,0.763619173286089,0.040809364036388754,0.572523633403298,0.5892384766024805,1980-05,111.24
245,0.75,0.7850364693567966,0.023303664649137388,0.576223078342093,0.5942730744810396,1980-06,114.24
246,0.75,0.8119545890431933,0.17909145755463327,0.5893955824693254,0.6075152075197622,1980-07,121.67
247,0.75,0.828457059890261,0.15000183988027582,0.5875886781090267,0.6033355397126038,1980-08,122.38
248,0.75,0.8449595307373287,0.17416093847877417,0.5907550469177419,0.10925790631698432,1980-09,125.46
249,0.8333333333333334,0.8756393820372037,0.14057897043631126,0.5915686560190593,0.12123842552093816,1980-10,127.47
250,0.8333333333333334,0.8981152558483875,0.2816333837889453,0.6136496768274632,0.2843189566742388,1980-11,140.52
251,0.8333333333333334,0.9096672743967589,0.19597839153604926,0.6102042670227974,0.4191032744091697,1980-12,135.76
252,0.8333333333333334,0.8995997643916679,0.1696577339642488,0.6067760842671549,0.48035389367737635,1981-01,129.55
253,0.8333333333333334,0.8932088490749144,0.0,0.6068043097593161,0.4798219681910569,1981-02,131.27
254,0.9166666666666666,0.9162003549799382,0.13394887444923156,0.6126236933090679,0.4882798370955816,1981-03,136.0
255,1.0,0.9261866668936964,0.03354086937776036,0.609183413421994,0.513060945320896,1981-04,132.81
256,1.0,0.926466537988761,0.058813736041054776,0.6057603349343555,0.24221596994271521,1981-05,132.59
257,0.9166666666666666,0.9188839559327914,0.05427552492894895,0.6023543718391553,0.2142093640355611,1981-06,131.21
258,0.8333333333333334,0.903638731794278,0.06678763698989423,0.598965438559431,0.11765398419148265,1981-07,130.92
259,0.75,0.8754827084634612,0.031161040187408385,0.5955934499461053,0.26036236697871523,1981-08,122.79
260,0.6666666666666666,0.8368297130956055,0.06247367373264749,0.5922383212758463,0.19804598501197998,1981-09,116.18
261,0.5833333333333334,0.807244450001803,0.09279152513629398,0.6014108182451888,0.35858952390871207,1981-10,121.89
262,0.5,0.7847418639556849,0.02109365853523063,0.6073975159240173,0.41639936667496946,1981-11,126.35
263,0.4166666666666667,0.7637638003234181,0.05674371692631021,0.6039833669238687,0.4274252265027392,1981-12,122.55
