t,O,R,I,demand,cases,deaths,popData2019
2020-09-18,4.517083026585712,-0.0734605076587993,0.024327993084992006,116.42423185,1752,1,11455519.0
2020-09-19,4.59111720821626,-0.07403418163054809,0.022490652593555982,125.80835491,1709,6,11455519.0
2020-09-20,4.663831187663044,-0.07271397944678437,0.0215774995516127,134.37191279,894,8,11455519.0
2020-09-21,4.735394407771536,-0.0715632201084917,0.019650614361328422,139.3651392,461,3,11455519.0
2020-09-22,4.806978110958991,-0.07158370318745533,0.015516589011777882,142.03634074,2204,3,11455519.0
2020-09-23,4.874434412787592,-0.0674563018286003,0.009722204559834413,153.26237074,2074,1,11455519.0
2020-09-24,4.938144309320061,-0.06370989653246983,0.0075975253044044955,163.76385915,2097,8,11455519.0
2020-09-25,4.994431718183691,-0.05628740886362937,0.0075975253044044955,173.13052337,1796,4,11455519.0
2020-09-26,5.044337383822428,-0.049905665638736885,0.0075975253044044955,178.83083254,1623,5,11455519.0
2020-09-27,5.08723918757913,-0.042901803756702606,0.0075975253044044955,181.79010484,944,6,11455519.0
2020-09-28,5.127180195968152,-0.039941008389021704,0.0075975253044044955,184.64462413,540,12,11455519.0
2020-09-29,5.16602464126269,-0.03884444529453823,0.0075975253044044955,186.73095475,2782,13,11455519.0
2020-09-30,5.200917032739298,-0.03489239147660772,0.008257626396286355,195.94048947,2984,10,11455519.0
2020-10-01,5.234739343617458,-0.033822310878160344,0.013088590854742232,207.77757865,3243,6,11455519.0
2020-10-02,5.268229886130652,-0.033490542513193944,0.016281955175996288,219.13454991,3410,15,11455519.0
2020-10-03,5.306215474430098,-0.03798558829944554,0.012046383520335713,233.60792296,3721,11,11455519.0
2020-10-04,5.352182749147536,-0.04596727471743822,0.010077188059686382,251.17150956,1709,15,11455519.0
2020-10-05,5.399910951381783,-0.04772820223424734,0.007995549349043785,258.28598425,1035,14,11455519.0
2020-10-06,5.448777004838563,-0.048866053456779746,0.0060195224400785285,263.29666949,5249,14,11455519.0
2020-10-07,5.504491498374707,-0.05571449353614355,0.0060195224400785285,289.87774364,5687,18,11455519.0
2020-10-08,5.566573878795521,-0.062082380420814154,0.0060195224400785285,321.41712654,6803,20,11455519.0
2020-10-09,5.638221620258193,-0.07164774146267217,0.0060195224400785285,362.497762,6588,20,11455519.0
2020-10-10,5.71633357586106,-0.07811195560286688,0.007995549349043785,404.3291273,7789,19,11455519.0
2020-10-11,5.801944685200413,-0.08561110933935279,0.010411051029767915,458.15471128,4310,22,11455519.0
2020-10-12,5.892442609750701,-0.09049792455028882,0.013594994472103217,487.53792822,2403,26,11455519.0
2020-10-13,5.984884286688731,-0.09244167693802918,0.017932922319077615,503.80083172,9735,36,11455519.0
2020-10-14,6.079855857192611,-0.09497157050388072,0.02006318365171067,564.49646672,12577,34,11455519.0
2020-10-15,6.179849124307308,-0.09999326711469703,0.020017322465900378,648.23776208,12293,41,11455519.0
2020-10-16,6.279114285601141,-0.09926516129383245,0.019628538483868585,727.23898411,11818,35,11455519.0
